stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
1036-1,37,米野木台二丁目,,35.12528096,137.0641678,,,,,,
1037-1,38,福成,,35.1305895,137.0640176,,,,,,
1038-1,39,宮西,,35.13667912,137.0601895,,,,,,
1039-1,40,藤島,,35.14024444,137.0569432,,,,,,
1040-1,41,藤島小万場,,35.14028158,137.055166,,,,,,
1041-1,42,東中学校,,35.1343618,137.0547418,,,,,,
1042-1,43,東部福祉会館北,,35.13492204,137.0607375,,,,,,
1043-1,44,本米野木,,35.13088759,137.0658168,,,,,,
1044-1,45,米野木駅,,35.12417474,137.0668041,,,,,,
1035-2,46,日進団地,,35.12359734,137.0618799,,,,,,
1033-2,47,橦木北,,35.12307603,137.0586903,,,,,,
1032-2,48,日東東山北,,35.1260226,137.0575693,,,,,,
1045-1,49,平子台,,35.12867438,137.0565469,,,,,,
1046-1,50,米野木西,,35.13178721,137.0560743,,,,,,
1047-1,51,藤枝,,35.13168108,137.049705,,,,,,
1002-2,52,図書館,,35.13206138,137.0424346,,,,,,
1048-1,53,中央福祉センター,,35.13304854,137.0418847,,,,,,
1047-2,54,藤枝,,35.13191025,137.0510344,,,,,,
1046-2,55,米野木西,,35.1318192,137.0557637,,,,,,
1049-1,56,米野木,,35.13243764,137.0627228,,,,,,
1050-1,57,米野木東仲,,35.13288176,137.0660009,,,,,,
1051-1,58,丸山,,35.1344665,137.0714572,,,,,,
1052-1,59,柿ノ木,,35.13724828,137.0742247,,,,,,
1053-1,60,三本木,,35.13976519,137.0787882,,,,,,
1054-1,61,日進ニュータウン,,35.14465547,137.077909,,,,,,
1055-1,62,三本木区民会館,,35.14171027,137.0817095,,,,,,
1056-1,63,上川田,,35.14434885,137.0850435,,,,,,
1057-1,64,三ヶ峯,,35.1457105,137.0960994,,,,,,
1058-1,65,名商大,,35.14747537,137.09398,,,,,,
1056-2,66,上川田,,35.14332059,137.0837438,,,,,,
1055-2,67,三本木区民会館,,35.14163434,137.0817977,,,,,,
1053-2,68,三本木,,35.13964067,137.0788676,,,,,,
1059-1,69,南山エピック北,,35.13720589,137.08171,,,,,,
1060-1,70,南山エピック,,35.13536652,137.0842551,,,,,,
1061-1,71,南山エピック南,,35.13262993,137.0847131,,,,,,
1062-1,72,愛知牧場西,,35.13080566,137.0827506,,,,,,
1063-1,73,下五反田,,35.13281618,137.0691495,,,,,,
1050-2,74,米野木東仲,,35.13274404,137.0657089,,,,,,
1041-2,75,東中学校,,35.13448852,137.0570753,,,,,,
1064-1,76,本郷,,35.13343972,137.0459233,,,,,,
1065-1,77,白山,,35.13898586,137.0446197,,,,,,
1066-1,78,保健センター北,,35.14004073,137.0409082,,,,,,
1067-1,79,畔道,,35.13896582,137.0371257,,,,,,
1068-1,80,北高上,,35.13812383,137.0341747,,,,,,
1069-1,81,南高上,,35.13680577,137.0269884,,,,,,
1070-1,82,香久山東,,35.14165122,137.0310071,,,,,,
1071-1,83,岩崎台・香久山福祉会館,,35.14329213,137.0295574,,,,,,
1072-1,84,香久山中,,35.14322767,137.0278155,,,,,,
1073-1,85,香久山,,35.1422851,137.0265531,,,,,,
1069-2,86,南高上,,35.13724079,137.0269698,,,,,,
1074-1,87,新田,,35.13432357,137.0194062,,,,,,
1075-1,88,日生梅森園前,,35.1357403,137.0163278,,,,,,
1076-1,89,日生梅森園,,35.13612724,137.0186995,,,,,,
1077-1,90,東名古屋病院,,35.13982284,137.0155659,,,,,,
1078-1,91,梅森,,35.13379779,137.0146894,,,,,,
1079-1,92,梅森台,,35.13636255,137.0108185,,,,,,
1080-1,93,梅森台中,,35.13579873,137.0100086,,,,,,
1081-1,94,梅森台西,,35.13402872,137.010633,,,,,,
1082-1,95,梅森西,,35.1299,137.0119109,,,,,,
1083-1,96,平針北,,35.12487296,137.009051,,,,,,
1084-1,97,西部福祉会館,,35.12467661,137.0141846,,,,,,
1085-1,98,赤池駅北,,35.12192048,137.0194928,,,,,,
1086-1,99,生涯学習プラザ,,35.125202,137.0225308,,,,,,
1087-1,100,浅田北,,35.12746151,137.023223,,,,,,
1088-1,101,野方公民館,,35.13005321,137.0289183,,,,,,
1064-2,102,本郷,,35.13352123,137.0458586,,,,,,
1089-1,103,岩藤東,,35.1462846,137.0541674,,,,,,
1090-1,104,七ツ塚,,35.14670931,137.0583613,,,,,,
1091-1,105,夏焼,,35.14700824,137.0629068,,,,,,
1092-1,106,総合運動公園西,,35.14860276,137.0663777,,,,,,
1093-1,107,五色園,,35.15118691,137.0661134,,,,,,
1094-1,108,かえで台,,35.15296086,137.0614212,,,,,,
1095-1,109,かえで台西,,35.15505478,137.056789,,,,,,
1096-1,110,北新町,,35.1598801,137.0544659,,,,,,
1097-1,111,愛知学院大東,,35.16351489,137.0525971,,,,,,
1098-1,112,口論義運動公園,,35.16635226,137.0507685,,,,,,
1099-1,113,長久手古戦場駅,,35.1718358,137.0489301,,,,,,
1097-2,114,愛知学院大東,,35.16353447,137.0527119,,,,,,
1096-2,115,北新町,,35.15917777,137.0545522,,,,,,
1100-1,116,相野山福祉会館,,35.15523523,137.0573573,,,,,,
1101-1,117,つばき台,,35.15783684,137.0600159,,,,,,
1102-1,118,かえで台北,,35.15520579,137.0623102,,,,,,
1094-2,119,かえで台,,35.15282057,137.0619103,,,,,,
1093-2,120,五色園,,35.15125751,137.0661298,,,,,,
1103-1,121,五色園南,,35.15122076,137.0712882,,,,,,
1104-1,122,五色園東,,35.15185359,137.0689273,,,,,,
1092-2,123,総合運動公園西,,35.1487914,137.0664428,,,,,,
1091-2,124,夏焼,,35.1468873,137.0621069,,,,,,
1090-2,125,七ツ塚,,35.14663477,137.0582713,,,,,,
1089-2,126,岩藤東,,35.14687227,137.0551546,,,,,,
1039-2,127,藤島,,35.14013355,137.0572262,,,,,,
1038-2,128,宮西,,35.13658867,137.060361,,,,,,
1105-1,129,保健センター東,,35.13729423,137.042526,,,,,,
1106-1,130,御岳口,,35.14215233,137.0425233,,,,,,
1107-1,131,六坊,,35.1476259,137.0401293,,,,,,
1108-1,132,弁天池南,,35.14858683,137.0389062,,,,,,
1109-1,133,岩根,,35.14897598,137.0328857,,,,,,
1110-1,134,芦廻間,,35.14825402,137.0305519,,,,,,
1111-1,135,岩崎台東,,35.14940437,137.0269921,,,,,,
1112-1,136,岩崎台,,35.1511767,137.0274507,,,,,,
1113-1,137,けやき公園,,35.15213636,137.0244808,,,,,,
1114-1,138,岩崎台西,,35.14939815,137.021398,,,,,,
1115-1,139,岩崎台南,,35.14742804,137.0208779,,,,,,
1116-1,140,石神,,35.14667956,137.0251328,,,,,,
1110-2,141,芦廻間,,35.14831627,137.0303528,,,,,,
1109-2,142,岩根,,35.14907349,137.0328605,,,,,,
1117-1,143,北部保育園,,35.150621,137.0349953,,,,,,
1118-1,144,障害者福祉センター,,35.15200825,137.0345898,,,,,,
1119-1,145,椙山女学園大,,35.15300006,137.0342843,,,,,,
1120-1,146,竹の山中,,35.15598848,137.038584,,,,,,
1121-1,147,名外大・名学芸大前,,35.15780187,137.0396441,,,,,,
1122-1,148,名外大・名学芸大東,,35.15637076,137.0429027,,,,,,
1123-1,149,グリーンハイツ,,35.15435068,137.0403423,,,,,,
1124-1,150,弁天池,,35.15146868,137.0393334,,,,,,
1107-2,151,六坊,,35.14752641,137.040503,,,,,,
1125-1,152,北部福祉会館北,,35.14434894,137.0426459,,,,,,
1126-1,153,岩崎橋西,,35.14575427,137.045738,,,,,,
1127-1,154,御岳,,35.14992918,137.0471253,,,,,,
1128-1,155,小林,,35.14811618,137.047121,,,,,,
1129-1,156,岩崎橋東,,35.14538473,137.0470679,,,,,,
1130-1,157,岩藤西,,35.14707478,137.0509698,,,,,,
1131-1,158,岩藤,,35.14824427,137.0536911,,,,,,
1132-1,159,藤島公会堂,,35.14025565,137.0526802,,,,,,
1133-1,160,折戸,,35.12061826,137.044145,,,,,,
1134-1,161,市民会館,,35.12806172,137.0413762,,,,,,
